MAKE,PRICE,YEAR,KILOMETER,FUEL TYPE,TRANSMISSION,COLOR,OWNER,SELLER TYPE,ENGINE,MAX POWER,MAX TORQUE,DRIVETRAIN,LENGTH,WIDTH,HEIGHT,SEATING CAPACITY,FUEL TANK CAPACITY
BMW,3675000,2020,37180,Diesel,Automatic,White,First,Individual,1995.0,184.0,350.0,RWD,4454.0,2044.0,1545.0,5.0,63.0
Mahindra,1700000,2021,14000,Diesel,Automatic,Black,First,Individual,2184.0,130.0,300.0,AWD,3985.0,1820.0,1844.0,4.0,57.0
Tata,449000,2018,53512,Petrol,Manual,Orange,Second,Individual,1199.0,84.0,114.0,FWD,3746.0,1647.0,1535.0,5.0,35.0
MG,3950000,2021,40000,Diesel,Automatic,Silver,First,Individual,1996.0,215.0,480.0,AWD,4985.0,1926.0,1867.0,6.0,75.0
Hyundai,565000,2015,65000,Diesel,Manual,White,Second,Individual,1396.0,89.0,220.0,FWD,3985.0,1734.0,1505.0,5.0,45.0
BMW,3775000,2019,32963,Diesel,Automatic,Black,First,Individual,1995.0,184.0,350.0,RWD,4454.0,2044.0,1545.0,5.0,63.0
Mercedes-Benz,1275000,2012,101000,Diesel,Automatic,Brown,Second,Individual,2143.0,231.0,400.0,RWD,4868.0,1854.0,1470.0,5.0,80.0
Renault,375000,2018,14000,Petrol,Manual,Green,First,Individual,999.0,67.0,91.0,FWD,3679.0,1579.0,1478.0,5.0,28.0
Maruti Suzuki,949000,2018,50500,Diesel,Manual,Blue,First,Individual,1248.0,89.0,200.0,FWD,3995.0,1790.0,1640.0,5.0,48.0
Maruti Suzuki,775000,2019,80849,Diesel,Manual,White,First,Individual,1248.0,74.0,190.0,FWD,3840.0,1735.0,1530.0,5.0,37.0
Audi,1800000,2014,19868,Diesel,Automatic,White,First,Individual,1968.0,177.0,380.0,FWD,4915.0,1874.0,1455.0,5.0,65.0
Honda,825000,2016,45000,Petrol,Automatic,White,First,Individual,1497.0,117.0,145.0,FWD,4440.0,1695.0,1495.0,5.0,40.0
Hyundai,509999,2019,30858,Petrol,Manual,Silver,First,Individual,1086.0,68.0,99.0,FWD,3610.0,1645.0,1560.0,5.0,35.0
Mahindra,1350000,2018,56500,Diesel,Manual,Black,First,Individual,2179.0,140.0,320.0,RWD,4456.0,1820.0,1995.0,7.0,60.0
Hyundai,650000,2020,37003,Petrol,Manual,Grey,First,Individual,1197.0,81.0,114.0,FWD,3765.0,1660.0,1520.0,5.0,43.0
Honda,1490000,2021,11000,Diesel,Manual,White,First,Individual,1498.0,99.0,200.0,FWD,4440.0,1695.0,1495.0,5.0,40.0
Maruti Suzuki,545000,2016,53000,Petrol,Manual,White,First,Individual,1197.0,83.0,115.0,FWD,3995.0,1745.0,1500.0,5.0,37.0
BMW,2950000,2018,75000,Diesel,Automatic,White,First,Individual,1995.0,188.0,400.0,RWD,4633.0,1811.0,1429.0,5.0,57.0
Audi,1850000,2013,44087,Diesel,Automatic,White,First,Individual,1968.0,174.0,380.0,AWD,4385.0,1831.0,1608.0,5.0,64.0
Mercedes-Benz,1750000,2014,59000,Diesel,Automatic,Brown,First,Individual,2143.0,204.0,500.0,RWD,4879.0,1854.0,1474.0,5.0,80.0
Audi,5500000,2017,45000,Diesel,Automatic,White,First,Individual,2967.0,245.0,600.0,AWD,5052.0,1968.0,1740.0,7.0,75.0
Nissan,360000,2013,92000,Diesel,Manual,Grey,Second,Individual,1461.0,85.0,200.0,FWD,4425.0,1695.0,1505.0,5.0,41.0
Ford,625000,2019,48422,Petrol,Manual,Blue,First,Individual,1497.0,121.0,150.0,FWD,3998.0,1765.0,1647.0,5.0,52.0
BMW,4150000,2019,29000,Diesel,Automatic,Blue,First,Individual,1995.0,188.0,400.0,RWD,4633.0,1811.0,1429.0,5.0,57.0
Mahindra,1698999,2021,37500,Diesel,Manual,Brown,First,Individual,2184.0,130.0,300.0,AWD,3985.0,1820.0,1844.0,4.0,57.0
Maruti Suzuki,484999,2018,62000,Petrol,Manual,Silver,Second,Individual,1197.0,83.0,115.0,FWD,3995.0,1745.0,1500.0,5.0,37.0
Audi,4250000,2020,17000,Petrol,Automatic,White,First,Individual,1395.0,148.0,250.0,FWD,4726.0,1842.0,1427.0,5.0,54.0
Maruti Suzuki,800000,2017,76642,CNG,Manual,Silver,First,Individual,1373.0,94.0,130.0,FWD,4296.0,1695.0,1685.0,7.0,45.0
Hyundai,1275000,2019,44000,Petrol,Manual,Grey,First,Individual,1591.0,122.0,151.0,FWD,4270.0,1780.0,1665.0,5.0,55.0
Porsche,9500000,2018,20000,Petrol,Automatic,Yellow,First,Individual,1988.0,295.0,380.0,RWD,4379.0,1801.0,1281.0,2.0,54.0
BMW,1375000,2013,102000,Diesel,Automatic,White,Second,Individual,1995.0,188.0,400.0,RWD,4633.0,1811.0,1429.0,5.0,57.0
Hyundai,1700000,2022,9000,Diesel,Manual,Black,First,Individual,1493.0,113.0,250.0,FWD,4300.0,1790.0,1635.0,5.0,50.0
Mahindra,500000,2013,135000,Diesel,Manual,Black,First,Individual,2179.0,140.0,330.0,FWD,4585.0,1890.0,1785.0,7.0,70.0
Mercedes-Benz,6800000,2020,14500,Diesel,Automatic,Silver,First,Individual,1950.0,192.0,400.0,AWD,4658.0,1890.0,1644.0,5.0,66.0
Maruti Suzuki,715000,2019,31552,Petrol,Automatic,Brown,First,Individual,1197.0,82.0,113.0,FWD,3995.0,1735.0,1515.0,5.0,37.0
Maruti Suzuki,380000,2016,70000,Petrol,Automatic,Grey,First,Individual,998.0,67.0,90.0,FWD,3636.0,1475.0,1670.0,5.0,35.0
Honda,375000,2016,35134,Petrol,Manual,Silver,First,Individual,1198.0,87.0,109.0,FWD,3610.0,1680.0,1500.0,5.0,35.0
Land Rover,7200000,2016,45000,Diesel,Automatic,White,Third,Individual,2993.0,289.0,600.0,AWD,4879.0,2073.0,1780.0,5.0,77.0
Mercedes-Benz,8190000,2020,18000,Diesel,Automatic,Bronze,First,Individual,1950.0,241.0,500.0,AWD,4924.0,2157.0,1772.0,5.0,93.0
Maruti Suzuki,695000,2018,8000,Petrol,Automatic,Blue,First,Individual,1197.0,82.0,113.0,FWD,3840.0,1735.0,1530.0,5.0,37.0
Hyundai,875000,2016,62125,Diesel,Manual,White,First,Individual,1582.0,126.0,265.0,FWD,4270.0,1780.0,1630.0,5.0,60.0
Land Rover,3500000,2016,78000,Diesel,Automatic,Red,First,Individual,1999.0,177.0,430.0,AWD,4600.0,2069.0,1690.0,7.0,65.0
Hyundai,685000,2018,64300,Petrol,Manual,Brown,First,Individual,1197.0,82.0,115.0,FWD,3995.0,1760.0,1555.0,5.0,40.0
Tata,1875000,2021,28000,Diesel,Manual,White,First,Individual,1956.0,168.0,350.0,FWD,4661.0,1894.0,1786.0,7.0,50.0
Skoda,1685000,2017,28600,Petrol,Automatic,Grey,First,Individual,1798.0,177.0,250.0,FWD,4659.0,1814.0,1476.0,5.0,50.0
Audi,2550000,2015,69500,Diesel,Automatic,White,Second,Individual,1968.0,190.0,400.0,FWD,4933.0,1874.0,1455.0,5.0,75.0
Hyundai,869999,2017,70000,Diesel,Manual,White,First,Individual,1582.0,126.0,265.0,FWD,4270.0,1780.0,1630.0,5.0,60.0
Mahindra,875000,2018,24000,Diesel,Manual,White,First,Individual,2498.0,105.0,247.0,AWD,3920.0,1726.0,1930.0,6.0,60.0
Audi,1390000,2012,69500,Diesel,Automatic,Blue,First,Individual,1968.0,174.0,380.0,AWD,4385.0,1831.0,1608.0,5.0,64.0
Maruti Suzuki,825000,2019,25500,Diesel,Manual,Silver,First,Individual,1248.0,89.0,200.0,FWD,3995.0,1790.0,1640.0,5.0,48.0
Maruti Suzuki,785000,2017,20000,Petrol,Automatic,Blue,First,Individual,1373.0,91.0,130.0,FWD,4490.0,1730.0,1485.0,5.0,43.0
Mercedes-Benz,2145000,2016,55000,Diesel,Automatic,White,Second,Individual,2143.0,134.0,300.0,FWD,4417.0,1804.0,1494.0,5.0,50.0
Maruti Suzuki,590000,2021,8640,CNG,Manual,White,First,Individual,1196.0,73.0,101.0,RWD,3675.0,1475.0,1800.0,5.0,40.0
Jaguar,2550000,2013,65000,Petrol,Automatic,White,Second,Individual,2995.0,335.0,450.0,RWD,5247.0,2110.0,1448.0,5.0,83.0
Mercedes-Benz,6500000,2019,5750,Diesel,Automatic,White,First,Individual,1950.0,192.0,400.0,RWD,5063.0,1860.0,1494.0,5.0,80.0
Volkswagen,490000,2015,50000,Petrol,Manual,White,First,Individual,1198.0,74.0,110.0,FWD,3971.0,1682.0,1469.0,5.0,45.0
BMW,5950000,2017,28000,Diesel,Automatic,White,First,Individual,2993.0,262.0,620.0,RWD,5219.0,1902.0,1481.0,4.0,78.0
Renault,420000,2017,43000,Petrol,Manual,Grey,UnRegistered Car,Individual,999.0,67.0,91.0,FWD,3679.0,1579.0,1478.0,5.0,28.0
Hyundai,2395000,2019,44876,Diesel,Automatic,White,First,Individual,1995.0,182.0,400.0,FWD,4475.0,1850.0,1660.0,5.0,62.0
Hyundai,360000,2013,95610,Diesel,Manual,White,Second,Individual,1336.0,89.0,219.744,FWD,3995.0,1710.0,1505.0,5.0,45.0
Nissan,325000,2013,51000,Diesel,Manual,Grey,First,Individual,1461.0,85.0,200.0,FWD,4425.0,1695.0,1505.0,5.0,41.0
Land Rover,2300000,2013,110000,Diesel,Automatic,Red,Second,Individual,2179.0,190.0,420.0,AWD,4355.0,2120.0,1635.0,5.0,57.0
Maruti Suzuki,642000,2014,53693,CNG,Manual,Others,First,Individual,1373.0,82.0,110.0,FWD,4265.0,1695.0,1685.0,7.0,60.0
Hyundai,290000,2018,70000,Petrol,Manual,White,First,Individual,814.0,55.0,75.0,FWD,3495.0,1550.0,1500.0,5.0,32.0
Hyundai,390000,2014,57000,Petrol,Manual,Grey,First,Individual,1197.0,81.0,114.0,FWD,3765.0,1660.0,1520.0,5.0,43.0
Toyota,890000,2014,63000,Petrol,Automatic,Grey,First,Individual,1798.0,138.0,173.0,FWD,4540.0,1760.0,1480.0,5.0,55.0
Maruti Suzuki,440000,2016,53807,Petrol,Manual,White,First,Individual,1197.0,83.0,115.0,FWD,3850.0,1695.0,1530.0,5.0,42.0
Maruti Suzuki,721000,2018,46000,Petrol,Manual,White,First,Individual,1373.0,91.0,130.0,FWD,4490.0,1730.0,1485.0,5.0,43.0
Skoda,1515000,2018,67546,Petrol,Automatic,Others,Second,Individual,1798.0,177.0,250.0,FWD,4670.0,1814.0,1476.0,5.0,50.0
Land Rover,7000000,2021,14500,Petrol,Automatic,White,First,Individual,1997.0,245.0,365.0,AWD,4600.0,2069.0,1724.0,7.0,70.0
Honda,949000,2018,37100,Petrol,Manual,Grey,First,Individual,1497.0,117.0,145.0,FWD,4440.0,1695.0,1495.0,5.0,40.0
Mercedes-Benz,5500000,2019,30000,Diesel,Automatic,White,First,Individual,1950.0,192.0,400.0,RWD,5063.0,1860.0,1494.0,5.0,80.0
Renault,319000,2018,89059,Petrol,Manual,Others,First,Individual,799.0,53.0,72.0,FWD,3679.0,1579.0,1478.0,5.0,28.0
Maruti Suzuki,459999,2013,77000,Diesel,Manual,White,Second,Individual,1248.0,89.0,200.0,FWD,4265.0,1695.0,1685.0,7.0,45.0
Volvo,2100000,2018,42000,Diesel,Automatic,Red,First,Individual,1984.0,150.0,350.0,FWD,4370.0,1783.0,1458.0,5.0,60.0
Maruti Suzuki,685000,2017,58146,Petrol,Manual,Red,First,Individual,1197.0,83.0,115.0,FWD,3995.0,1745.0,1500.0,5.0,37.0
Toyota,300000,2013,75000,Diesel,Manual,Silver,Second,Individual,1364.0,68.0,170.0,FWD,4265.0,1695.0,1510.0,5.0,45.0
Mercedes-Benz,5400000,2018,50500,Diesel,Automatic,White,Third,Individual,2143.0,201.0,500.0,AWD,4819.0,2141.0,1796.0,5.0,93.0
Mercedes-Benz,4100000,2022,3826,Diesel,Automatic,White,UnRegistered Car,Individual,1950.0,147.0,320.0,FWD,4549.0,1796.0,1446.0,5.0,43.0
Mercedes-Benz,6875000,2019,53000,Diesel,Automatic,White,First,Individual,2987.0,255.0,620.0,AWD,5130.0,1934.0,1850.0,7.0,100.0
Hyundai,1115000,2018,37000,Petrol,Manual,Black,Second,Individual,1591.0,122.0,151.0,FWD,4270.0,1780.0,1665.0,5.0,55.0
Honda,761000,2017,38000,Petrol,Automatic,Grey,Second,Individual,1497.0,117.0,145.0,FWD,4440.0,1695.0,1495.0,5.0,40.0
Maruti Suzuki,825000,2021,8499,Petrol,Manual,Yellow,First,Individual,1197.0,83.0,115.0,FWD,3995.0,1745.0,1500.0,5.0,37.0
Hyundai,650000,2016,61181,Diesel,Manual,White,First,Individual,1396.0,89.0,220.0,FWD,3985.0,1734.0,1505.0,5.0,45.0
Honda,565000,2017,45000,Petrol,Manual,Grey,First,Individual,1199.0,89.0,110.0,FWD,3955.0,1694.0,1544.0,5.0,40.0
Hyundai,685000,2021,9232,Petrol,Automatic,Blue,First,Individual,1197.0,82.0,114.0,FWD,3805.0,1680.0,1520.0,5.0,37.0
Hyundai,609000,2018,42601,Petrol,Manual,Blue,First,Individual,1197.0,82.0,115.0,FWD,3985.0,1734.0,1505.0,5.0,45.0
Mahindra,365000,2009,90000,Diesel,Manual,Green,Second,Individual,2179.0,120.0,290.0,RWD,4430.0,1817.0,1975.0,8.0,60.0
Audi,5175000,2016,65000,Diesel,Automatic,Blue,First,Individual,2967.0,245.0,600.0,AWD,5052.0,1968.0,1740.0,7.0,75.0
Toyota,2175000,2018,40000,Diesel,Automatic,Bronze,First,Individual,2755.0,172.0,360.0,RWD,4735.0,1830.0,1795.0,7.0,55.0
Ssangyong,675000,2013,106223,Diesel,Automatic,White,Second,Individual,2696.0,184.0,402.0,AWD,4755.0,1900.0,1785.0,7.0,78.0
Honda,480000,2016,50000,Petrol,Manual,White,First,Individual,1198.0,87.0,109.0,FWD,3990.0,1680.0,1505.0,5.0,35.0
BMW,5800000,2020,30000,Diesel,Automatic,Black,First,Individual,1995.0,188.0,400.0,RWD,4936.0,1868.0,1479.0,5.0,65.0
Audi,6700000,2018,39850,Diesel,Automatic,Blue,First,Individual,2967.0,245.0,600.0,AWD,5052.0,1968.0,1740.0,7.0,75.0
Hyundai,625000,2014,80000,Diesel,Automatic,White,First,Individual,1582.0,126.0,259.0,FWD,4530.0,1775.0,1470.0,5.0,56.0
Isuzu,1791000,2017,96095,Diesel,Automatic,Silver,First,Individual,2999.0,174.0,380.0,RWD,4825.0,1860.0,1840.0,7.0,65.0
Maruti Suzuki,422000,2018,12768,Petrol,Manual,White,First,Individual,1196.0,73.0,101.0,RWD,3675.0,1475.0,1800.0,5.0,40.0
Audi,4200000,2021,12321,Petrol,Automatic,Black,UnRegistered Car,Individual,1984.0,188.0,320.0,FWD,4762.0,1847.0,1433.0,5.0,54.0
Toyota,1295000,2018,65100,Petrol,Automatic,Beige,First,Corporate,1798.0,138.0,173.0,FWD,4620.0,1775.0,1475.0,5.0,55.0
Hyundai,495000,2017,30000,Petrol,Manual,Orange,First,Individual,1197.0,81.0,114.0,FWD,3765.0,1660.0,1520.0,5.0,43.0
Tata,585000,2019,12000,Petrol,Automatic,Silver,First,Individual,1199.0,84.0,114.0,FWD,3746.0,1647.0,1535.0,5.0,35.0
Mercedes-Benz,3950000,2019,33000,Diesel,Automatic,White,First,Individual,1950.0,192.0,400.0,RWD,4686.0,1810.0,1442.0,5.0,66.0
Mercedes-Benz,7475000,2021,13000,Diesel,Automatic,Black,First,Individual,1950.0,192.0,400.0,RWD,5063.0,1860.0,1494.0,5.0,80.0
Skoda,425000,2013,57000,Petrol,Automatic,White,Second,Individual,1598.0,103.0,153.0,FWD,4386.0,1699.0,1466.0,5.0,55.0
Mercedes-Benz,4150000,2017,48000,Diesel,Automatic,Black,Second,Individual,1950.0,192.0,400.0,RWD,5063.0,1860.0,1494.0,5.0,80.0
Audi,2475000,2012,118000,Diesel,Automatic,Black,First,Individual,2967.0,241.0,550.0,AWD,5089.0,1983.0,1737.0,7.0,100.0
BMW,2990000,2017,44000,Diesel,Automatic,White,Second,Individual,1995.0,188.0,400.0,RWD,4936.0,1868.0,1479.0,5.0,57.0
Renault,280000,2013,99000,Diesel,Manual,White,Second,Individual,1461.0,84.0,200.0,FWD,4315.0,1822.0,1695.0,5.0,50.0
BMW,5100000,2019,79000,Diesel,Automatic,Blue,First,Individual,2993.0,265.0,620.0,RWD,5091.0,1902.0,1538.0,5.0,68.0
Maruti Suzuki,310000,2014,82000,CNG,Manual,White,First,Individual,998.0,58.0,77.0,FWD,3599.0,1495.0,1700.0,5.0,35.0
Honda,595000,2016,80000,Petrol,Automatic,Grey,First,Individual,1199.0,89.0,110.0,FWD,3955.0,1694.0,1544.0,5.0,40.0
Jeep,1240000,2017,57000,Diesel,Manual,White,First,Individual,1956.0,171.0,350.0,FWD,4395.0,1818.0,1640.0,5.0,60.0
Maruti Suzuki,328000,2018,26807,Petrol,Manual,Black,Second,Individual,1196.0,73.0,101.0,RWD,3675.0,1475.0,1800.0,5.0,40.0
Hyundai,625000,2018,23000,Petrol,Manual,Red,First,Individual,1197.0,82.0,115.0,FWD,3985.0,1734.0,1505.0,5.0,40.0
Maruti Suzuki,409999,2015,112000,Diesel,Manual,White,First,Individual,1248.0,74.0,190.0,FWD,3850.0,1695.0,1530.0,5.0,42.0
Maruti Suzuki,545000,2015,70000,Petrol,Manual,Silver,First,Individual,1197.0,85.0,114.0,FWD,3995.0,1695.0,1555.0,5.0,42.0
Volkswagen,699000,2019,53929,Petrol,Manual,Red,First,Individual,999.0,75.0,95.0,FWD,3971.0,1682.0,1469.0,5.0,45.0
Maruti Suzuki,390000,2014,49580,Petrol,Manual,White,First,Individual,998.0,67.0,90.0,FWD,3600.0,1600.0,1560.0,5.0,35.0
Toyota,680000,2014,85000,Diesel,Manual,White,Second,Individual,1364.0,87.0,205.0,FWD,4620.0,1775.0,1475.0,5.0,50.0
Maruti Suzuki,625000,2015,61000,Diesel,Manual,White,First,Individual,1248.0,89.0,200.0,FWD,4490.0,1730.0,1485.0,5.0,43.0
Maruti Suzuki,235000,2012,35000,LPG,Manual,Green,Second,Individual,998.0,46.0,85.0,FWD,3595.0,1475.0,1700.0,5.0,28.0
Mahindra,951000,2016,42000,Diesel,Manual,White,First,Individual,2523.0,75.0,200.0,RWD,4456.0,1820.0,1930.0,8.0,60.0
Jeep,1350000,2017,70000,Petrol,Automatic,Blue,First,Individual,1368.0,160.0,250.0,FWD,4395.0,1818.0,1640.0,5.0,60.0
Hyundai,325000,2013,15780,Petrol,Manual,Red,First,Individual,1197.0,79.0,112.7619,FWD,3585.0,1595.0,1550.0,5.0,35.0
Audi,2600000,2015,46000,Diesel,Automatic,Black,First,Individual,2967.0,241.0,550.0,AWD,5089.0,1983.0,1737.0,7.0,100.0
Maruti Suzuki,640000,2016,50800,Petrol,Manual,White,First,Individual,1373.0,91.0,130.0,FWD,4490.0,1730.0,1485.0,5.0,43.0
Audi,5300000,2020,36000,Petrol,Automatic,Grey,First,Individual,1984.0,241.0,370.0,FWD,4939.0,1886.0,1457.0,5.0,73.0
Volvo,5800000,2019,3500,Diesel,Automatic,White,First,Individual,1969.0,235.0,480.0,AWD,4688.0,1902.0,1658.0,5.0,71.0
Maruti Suzuki,801000,2018,30000,Diesel,Manual,Silver,First,Individual,1248.0,89.0,200.0,FWD,3995.0,1790.0,1640.0,5.0,48.0
Mahindra,1090000,2017,19000,Diesel,Manual,White,First,Individual,1997.0,120.0,280.0,RWD,4456.0,1820.0,1995.0,8.0,60.0
Maruti Suzuki,245000,2014,31100,Petrol,Manual,Maroon,Second,Individual,998.0,67.0,90.0,FWD,3620.0,1475.0,1460.0,5.0,35.0
Honda,475000,2014,65000,Petrol,Manual,Silver,Second,Individual,1198.0,87.0,109.0,FWD,3990.0,1680.0,1505.0,5.0,35.0
Toyota,2800000,2017,49000,Diesel,Automatic,White,Second,Individual,2755.0,174.0,450.0,AWD,4795.0,1855.0,1835.0,7.0,80.0
Audi,2950000,2020,11000,Diesel,Automatic,White,First,Individual,1968.0,141.0,320.0,FWD,4456.0,1796.0,1416.0,5.0,50.0
Hyundai,545000,2019,28000,Petrol,Manual,White,First,Individual,1197.0,81.0,114.0,FWD,3765.0,1660.0,1520.0,5.0,43.0
Ford,3975000,2021,9400,Diesel,Automatic,Black,First,Individual,1996.0,168.0,420.0,RWD,4903.0,1869.0,1837.0,7.0,80.0
Mercedes-Benz,4200000,2017,77000,Diesel,Automatic,White,First,Individual,2143.0,168.0,400.0,AWD,4656.0,1890.0,1639.0,5.0,66.0
Hyundai,434999,2017,27000,Diesel,Manual,White,Second,Individual,1186.0,74.0,190.0,FWD,3995.0,1660.0,1520.0,5.0,43.0
Renault,315000,2017,15507,Petrol,Manual,Bronze,First,Individual,799.0,53.0,72.0,FWD,3679.0,1579.0,1478.0,5.0,28.0
Ssangyong,900000,2016,70000,Diesel,Manual,Black,Second,Individual,2696.0,162.0,340.0,AWD,4755.0,1900.0,1785.0,7.0,78.0
Honda,550000,2015,44000,Petrol,Manual,Grey,First,Individual,1497.0,117.0,145.0,FWD,4440.0,1695.0,1495.0,5.0,40.0
BMW,4400000,2018,70000,Diesel,Automatic,White,First,Individual,1995.0,190.0,400.0,AWD,4657.0,1881.0,1678.0,5.0,67.0
Toyota,1600000,2015,145000,Diesel,Automatic,Gold,Second,Individual,2982.0,169.0,360.0,RWD,4705.0,1840.0,1850.0,7.0,80.0
Datsun,198000,2017,24000,Petrol,Manual,Red,First,Individual,999.0,67.0,91.0,FWD,3429.0,1560.0,1541.0,5.0,28.0
Hyundai,225000,2014,47721,LPG,Manual,Red,First,Individual,1086.0,68.0,99.08,FWD,3585.0,1595.0,1550.0,5.0,35.0
Renault,315000,2017,15507,Petrol,Manual,Bronze,First,Individual,799.0,53.0,72.0,FWD,3679.0,1579.0,1478.0,5.0,28.0
Honda,775000,2018,39000,Petrol,Manual,Maroon,Second,Individual,1497.0,117.0,145.0,FWD,4440.0,1695.0,1495.0,5.0,40.0
Maruti Suzuki,625000,2017,58000,Petrol,Automatic,Silver,First,Individual,1197.0,82.0,113.0,FWD,3995.0,1735.0,1515.0,5.0,37.0
Hyundai,775000,2015,82000,Diesel,Manual,Red,Second,Individual,1582.0,126.0,265.0,FWD,4270.0,1780.0,1630.0,5.0,60.0
Toyota,1549000,2018,95315,Diesel,Manual,Brown,Second,Individual,2393.0,148.0,343.0,RWD,4735.0,1830.0,1795.0,7.0,55.0
BMW,1679000,2016,46000,Diesel,Automatic,Blue,Second,Individual,1995.0,188.0,400.0,RWD,4633.0,1811.0,1429.0,5.0,57.0
Maruti Suzuki,725000,2019,11874,Petrol,Automatic,White,First,Individual,1197.0,82.0,113.0,FWD,3840.0,1735.0,1530.0,5.0,37.0
Hyundai,540000,2014,86000,Diesel,Manual,Silver,First,Individual,1582.0,126.0,260.0,FWD,4370.0,1700.0,1475.0,5.0,43.0
Volkswagen,350000,2014,111000,Diesel,Manual,Blue,Second,Individual,1199.0,74.0,180.0,FWD,3970.0,1682.0,1453.0,5.0,45.0
Volvo,1689999,2015,50000,Diesel,Automatic,White,Second,Individual,1984.0,150.0,350.0,FWD,4370.0,1783.0,1458.0,5.0,60.0
Nissan,625000,2021,28000,Petrol,Manual,White,First,Corporate,999.0,71.0,96.0,FWD,3994.0,1758.0,1572.0,5.0,40.0
Maruti Suzuki,475000,2019,25000,Petrol,Manual,Grey,First,Individual,998.0,67.0,90.0,FWD,3695.0,1600.0,1560.0,5.0,35.0
Kia,1650000,2021,12000,Diesel,Manual,White,First,Individual,1493.0,113.0,250.0,FWD,4315.0,1800.0,1637.0,5.0,50.0
Hyundai,409999,2019,32000,Petrol,Manual,Silver,First,Individual,1086.0,68.0,99.0,FWD,3610.0,1645.0,1560.0,5.0,35.0
Land Rover,5900000,2014,70000,Diesel,Automatic,Grey,First,Corporate,2993.0,289.0,600.0,AWD,4879.0,2073.0,1780.0,5.0,77.0
Toyota,2100000,2017,112000,Diesel,Manual,Bronze,First,Individual,2393.0,148.0,343.0,RWD,4735.0,1830.0,1795.0,7.0,55.0
BMW,2750000,2017,51800,Diesel,Automatic,Black,Second,Individual,1995.0,188.0,400.0,RWD,4936.0,1868.0,1479.0,5.0,65.0
Maruti Suzuki,545000,2017,22000,Petrol,Automatic,Blue,First,Individual,1197.0,82.0,113.0,FWD,3700.0,1690.0,1595.0,5.0,32.0
Tata,740000,2015,155000,Diesel,Manual,Black,First,Individual,2179.0,138.0,320.0,RWD,4655.0,1965.0,1922.0,7.0,55.0
Mercedes-Benz,2400000,2016,60000,Petrol,Automatic,Black,Second,Individual,1991.0,184.0,300.0,RWD,4879.0,1854.0,1474.0,5.0,80.0
BMW,4500000,2018,23000,Diesel,Automatic,Grey,First,Individual,1995.0,188.0,400.0,RWD,4936.0,1868.0,1479.0,5.0,65.0
Maruti Suzuki,465000,2014,75000,Petrol,Manual,White,First,Individual,1197.0,85.0,114.0,FWD,3850.0,1695.0,1530.0,5.0,42.0
Fiat,375000,2014,71000,Diesel,Manual,Maroon,First,Individual,1248.0,75.0,197.0,FWD,3987.0,1687.0,1495.0,5.0,45.0
Audi,2900000,2017,64000,Diesel,Automatic,White,First,Individual,1968.0,150.0,340.0,FWD,4385.0,1831.0,1608.0,5.0,64.0
Honda,795000,2018,45326,Petrol,Manual,White,First,Individual,1199.0,89.0,110.0,FWD,3999.0,1734.0,1601.0,5.0,40.0
Mercedes-Benz,5250000,2020,28079,Diesel,Automatic,Blue,First,Individual,1950.0,241.0,500.0,RWD,4686.0,1810.0,1442.0,5.0,66.0
Audi,2900000,2019,15529,Diesel,Automatic,White,First,Individual,1968.0,141.0,320.0,FWD,4456.0,1796.0,1416.0,5.0,50.0
Mercedes-Benz,2250000,2015,43200,Petrol,Automatic,Silver,First,Corporate,1991.0,181.0,300.0,FWD,4424.0,1804.0,1494.0,5.0,50.0
Honda,1050000,2017,29386,Petrol,Automatic,Silver,Second,Individual,1497.0,117.0,145.0,FWD,4440.0,1695.0,1495.0,5.0,40.0
Hyundai,765000,2021,18105,Petrol,Manual,Silver,First,Individual,1197.0,81.0,114.0,FWD,3765.0,1660.0,1520.0,5.0,43.0
Maruti Suzuki,675000,2017,125372,Diesel,Manual,Brown,First,Individual,1248.0,89.0,200.0,FWD,4300.0,1765.0,1590.0,5.0,48.0
Audi,2400000,2015,100000,Diesel,Automatic,Blue,First,Individual,1968.0,190.0,400.0,FWD,4933.0,1874.0,1455.0,5.0,75.0
Maruti Suzuki,509999,2019,40000,Petrol,Manual,Silver,First,Individual,1196.0,73.0,101.0,RWD,3675.0,1475.0,1800.0,7.0,40.0
Mahindra,2750000,2022,31000,Diesel,Automatic,Black,First,Individual,2184.0,182.0,450.0,AWD,4695.0,1890.0,1755.0,7.0,60.0
Audi,2600000,2012,42000,Diesel,Automatic,White,First,Individual,2967.0,241.0,500.0,AWD,4969.0,2139.0,1420.0,5.0,65.0
Honda,495000,2012,65001,Petrol,Automatic,Red,First,Individual,1497.0,116.0,146.0,FWD,4440.0,1695.0,1485.0,5.0,42.0
Audi,2400000,2014,42533,Diesel,Automatic,Blue,First,Individual,2967.0,241.0,550.0,AWD,5089.0,1983.0,1737.0,7.0,100.0
Hyundai,495000,2018,45000,Petrol,Manual,White,First,Individual,1197.0,81.0,114.0,FWD,3765.0,1660.0,1520.0,5.0,43.0
Land Rover,4200000,2018,36000,Diesel,Automatic,White,Second,Individual,2179.0,148.0,400.0,AWD,4600.0,2069.0,1724.0,7.0,65.0
Toyota,2550000,2017,44000,Diesel,Automatic,Black,Second,Individual,2755.0,174.0,450.0,RWD,4795.0,1855.0,1835.0,7.0,80.0
